187,Muscle pain relief patches,drugstore
188,Lubricating eye drops,drugstore
189,Hair thickening spray,drugstore
190,Denture cleanser,drugstore
191,Scar treatment gel,drugstore
192,Cuticle oil,drugstore
193,Hair curlers,drugstore
194,Lip liner,drugstore
195,In-grown hair treatment,drugstore
196,Sinus headache relief,drugstore
197,Nasal decongestant spray,drugstore
198,Anti-anxiety supplements,drugstore
199,Prostate health supplements,drugstore
0,T-shirts,department_store
1,Jeans,department_store
2,Dresses,department_store
3,Sweaters,department_store
4,Jackets,department_store
5,Shoes,department_store
6,Handbags,department_store
7,Watches,department_store
8,Jewelry,department_store
9,Socks,department_store
10,Underwear,department_store
11,Bras,department_store
12,Swimwear,department_store
13,Hats,department_store
14,Scarves,department_store
15,Gloves,department_store
16,Belts,department_store
17,Sunglasses,department_store
18,Wallets,department_store
19,Perfumes,department_store
20,Makeup,department_store
21,Skincare products,department_store
22,Haircare products,department_store
23,Nail polish,department_store
24,Bath and body products,department_store
25,Towels,department_store
26,Bedding sets,department_store
27,Curtains,department_store
28,Rugs,department_store
29,Pillows,department_store
30,Home decor items,department_store
31,Kitchen appliances,department_store
32,Cookware,department_store
33,Dinnerware sets,department_store
34,Glassware,department_store
35,Cutlery,department_store
36,Bakeware,department_store
37,Small kitchen gadgets,department_store
38,Coffee makers,department_store
39,Blenders,department_store
40,Toasters,department_store
41,Vacuum cleaners,department_store
42,Irons,department_store
43,Air purifiers,department_store
44,Electronics,department_store
45,Televisions,department_store
46,Laptops,department_store
47,Tablets,department_store
48,Cell phones,department_store
49,Headphones,department_store
50,Speakers,department_store
51,Video game consoles,department_store
52,Video games,department_store
53,Cameras,department_store
54,DVD players,department_store
55,Home theater systems,department_store
56,Fitness equipment,department_store
57,Sports gear,department_store
58,Bicycles,department_store
59,Camping gear,department_store
60,Fishing gear,department_store
61,Hiking gear,department_store
62,Exercise clothing,department_store
63,Sporting apparel,department_store
64,Toys,department_store
65,Board games,department_store
66,Dolls,department_store
67,Action figures,department_store
68,Stuffed animals,department_store
69,Building blocks,department_store
70,Puzzle sets,department_store
71,Art supplies,department_store
72,Craft kits,department_store
73,Musical instruments,department_store
74,Books,department_store
75,Magazines,department_store
76,Stationery,department_store
77,Office supplies,department_store
78,Calendars,department_store
79,Notebooks,department_store
80,Pens and pencils,department_store
81,Backpacks,department_store
82,Luggage,department_store
83,Travel accessories,department_store
84,Baby clothing,department_store
85,Baby care products,department_store
86,Diapers,department_store
87,Baby toys,department_store
88,Strollers,department_store
89,Car seats,department_store
90,Baby furniture,department_store
91,Toddler clothing,department_store
92,Children's clothing,department_store
93,Kids' shoes,department_store
94,School supplies,department_store
95,School uniforms,department_store
96,Lunch boxes,department_store
97,Snacks,department_store
98,Chocolates,department_store
99,Candies,department_store
100,Cookies,department_store
101,Cakes,department_store
102,Breads,department_store
103,Pastries,department_store
104,Cereals,department_store
105,Pasta,department_store
106,Rice,department_store
107,Sauces and condiments,department_store
108,Spices,department_store
109,Canned goods,department_store
110,Frozen foods,department_store
111,Fresh fruits,department_store
112,Fresh vegetables,department_store
113,Meat,department_store
114,Seafood,department_store
115,Dairy products,department_store
116,Eggs,department_store
117,Beverages,department_store
118,Carbonated drinks,department_store
119,Bottled water,department_store
120,Fruit juices,department_store
121,Coffee,department_store
122,Tea,department_store
123,Wine,department_store
124,Beer,department_store
125,Spirits,department_store
126,Party supplies,department_store
127,Balloons,department_store
128,Gift wraps,department_store
129,Greeting cards,department_store
130,Gift items,department_store
131,Seasonal decorations,department_store
132,Costumes,department_store
133,Holiday ornaments,department_store
134,Picture frames,department_store
135,Candles,department_store
136,Garden supplies,department_store
137,Planters,department_store
138,Gardening tools,department_store
139,Fertilizers,department_store
140,Outdoor furniture,department_store
141,Grills,department_store
142,Pool accessories,department_store
143,Pet supplies,department_store
144,Dog food,department_store
145,Cat food,department_store
146,Pet beds,department_store
147,Collars and leashes,department_store
148,Training toys,department_store
149,Cleaning supplies,department_store
150,Laundry detergent,department_store
151,Dish soap,department_store
152,Cleaning tools,department_store
153,Bathroom essentials,department_store
154,Air fresheners,department_store
155,Health and wellness products,department_store
156,Vitamins and supplements,department_store
157,First aid kits,department_store
158,Pain relievers,department_store
159,Medical devices,department_store
160,Mobility aids,department_store
161,Home safety products,department_store
162,Automotive supplies,department_store
163,Car accessories,department_store
164,Motor oil,department_store
165,Car batteries,department_store
166,Tires,department_store
167,Tools,department_store
168,Power tools,department_store
169,Hand tools,department_store
170,Hardware,department_store
171,Plumbing supplies,department_store
172,Electrical supplies,department_store
173,Paint and painting materials,department_store
174,Wallpaper,department_store
175,Flooring,department_store
176,Home improvement products,department_store
177,Building materials,department_store
178,Furniture,department_store
179,Outdoor equipment,department_store
180,Exercise machines,department_store
181,Pool tables,department_store
182,Ping pong tables,department_store
183,Treadmills,department_store
184,Weightlifting equipment,department_store
185,Yoga mats,department_store
186,Golf clubs,department_store
187,Tennis rackets,department_store
188,Skiing equipment,department_store
189,Snowboarding equipment,department_store
190,Hunting gear,department_store
191,Artwork,department_store
192,Wall clocks,department_store
193,Mirrors,department_store
194,Lighting fixtures,department_store
195,Bathroom accessories,department_store
196,Wall shelves,department_store
197,Storage containers,department_store
198,Housekeeping supplies,department_store
199,Safety equipment,department_store
0,Bottled water,convenience_store
1,Soft drinks,convenience_store
2,Snack bars,convenience_store
3,Candy,convenience_store
4,Chips,convenience_store
5,Chewing gum,convenience_store
6,Energy drinks,convenience_store
7,Cigarettes,convenience_store
8,Cereal bars,convenience_store
9,Sandwiches,convenience_store
10,Fresh fruits,convenience_store
11,Yogurt,convenience_store
12,Milk,convenience_store
13,Bread,convenience_store
14,Bottled juice,convenience_store
15,Instant coffee,convenience_store
16,Hot dogs,convenience_store
17,Ice cream,convenience_store
18,Pre-packaged meals,convenience_store
19,Canned soup,convenience_store
20,Instant noodles,convenience_store
21,Chocolate bars,convenience_store
22,Cookies,convenience_store
23,Trail mix,convenience_store
24,Granola bars,convenience_store
25,Protein bars,convenience_store
26,Cheese,convenience_store
27,Eggs,convenience_store
28,Bacon,convenience_store
29,Sausages,convenience_store
30,Frozen pizzas,convenience_store
31,Frozen vegetables,convenience_store
32,Frozen fruits,convenience_store
33,Frozen burritos,convenience_store
34,Frozen desserts,convenience_store
35,Laundry detergent,convenience_store
36,Dish soap,convenience_store
37,Toilet paper,convenience_store
38,Paper towels,convenience_store
39,Cleaning supplies,convenience_store
40,Shampoo,convenience_store
41,Conditioner,convenience_store
42,Toothpaste,convenience_store
43,Toothbrushes,convenience_store
44,Soap,convenience_store
45,Razors,convenience_store
46,Feminine hygiene products,convenience_store
47,Baby wipes,convenience_store
48,Diapers,convenience_store
49,Pet food,convenience_store
50,Cat litter,convenience_store
51,Batteries,convenience_store
52,Light bulbs,convenience_store
53,Stationery,convenience_store
54,Phone chargers,convenience_store
55,Phone cases,convenience_store
56,Earphones,convenience_store
57,USB cables,convenience_store
58,Bottled beer,convenience_store
59,Wine,convenience_store
60,Liquor,convenience_store
61,Energy bars,convenience_store
62,Ice,convenience_store
63,Hot beverages,convenience_store
64,Frozen meals,convenience_store
65,Sandwich spreads,convenience_store
66,Crackers,convenience_store
67,Dried fruit,convenience_store
68,Condiments,convenience_store
69,Salad dressings,convenience_store
70,Pasta,convenience_store
71,Rice,convenience_store
72,Canned beans,convenience_store
73,Canned vegetables,convenience_store
74,Cereal,convenience_store
75,Pancake mix,convenience_store
76,Syrup,convenience_store
77,Cooking oil,convenience_store
78,Baking supplies,convenience_store
79,Spices,convenience_store
80,Sugar,convenience_store
81,Flour,convenience_store
82,Instant oatmeal,convenience_store
83,Mayonnaise,convenience_store
84,Ketchup,convenience_store
85,Mustard,convenience_store
86,Pickles,convenience_store
87,Tortilla chips,convenience_store
88,Salsa,convenience_store
89,Sliced bread,convenience_store
90,Bagels,convenience_store
91,Pasta sauce,convenience_store
92,Frozen seafood,convenience_store
93,Frozen meat,convenience_store
94,Frozen breakfast items,convenience_store
95,Frozen desserts,convenience_store
96,Fresh vegetables,convenience_store
97,Fresh herbs,convenience_store
98,Fresh meat,convenience_store
99,Deli meats,convenience_store
100,Deli cheese,convenience_store
101,Pita bread,convenience_store
102,Wraps,convenience_store
103,Breakfast cereals,convenience_store
104,Pancake syrup,convenience_store
105,Salad mix,convenience_store
106,Bottled salad dressing,convenience_store
107,Frozen waffles,convenience_store
108,Frozen ice pops,convenience_store
109,Frozen fruit bars,convenience_store
110,Frozen yogurt,convenience_store
111,Disposable plates,convenience_store
112,Disposable cutlery,convenience_store
113,Plastic cups,convenience_store
114,Aluminum foil,convenience_store
115,Plastic wrap,convenience_store
116,Trash bags,convenience_store
117,Lighters,convenience_store
118,Matches,convenience_store
119,Pain medication,convenience_store
120,Allergy medication,convenience_store
121,Cold and flu medicine,convenience_store
122,Vitamins,convenience_store
123,First aid supplies,convenience_store
124,Bandages,convenience_store
125,Antiseptic creams,convenience_store
126,Cough drops,convenience_store
127,Hand sanitizers,convenience_store
128,Facial tissues,convenience_store
129,Baby food,convenience_store
130,Formula,convenience_store
131,Baby bottles,convenience_store
132,Baby pacifiers,convenience_store
133,Baby shampoo,convenience_store
134,Baby lotion,convenience_store
135,Baby powder,convenience_store
136,Diaper rash cream,convenience_store
137,Pet toys,convenience_store
138,Pet treats,convenience_store
139,Pet grooming supplies,convenience_store
140,Bird seed,convenience_store
141,Fish food,convenience_store
142,Small appliances,convenience_store
143,Cookware,convenience_store
144,Storage containers,convenience_store
145,Plastic bags,convenience_store
146,Beach toys,convenience_store
147,Umbrellas,convenience_store
148,Sunscreen lotion,convenience_store
149,Insect repellent,convenience_store
150,Charcoal,convenience_store
151,Lighter fluid,convenience_store
152,Disposable razors,convenience_store
153,Shaving cream,convenience_store
154,Hair gel,convenience_store
155,Hair spray,convenience_store
156,Hairbrushes,convenience_store
157,Nail clippers,convenience_store
158,Nail polish remover,convenience_store
159,Pain relieving patches,convenience_store
160,Condoms,convenience_store
161,Pregnancy tests,convenience_store
162,Candles,convenience_store
163,Party favors,convenience_store
164,Gift cards,convenience_store
165,Greeting cards,convenience_store
166,Travel-size toiletries,convenience_store
167,Propane gas canisters,convenience_store
168,Air fresheners,convenience_store
169,Duct tape,convenience_store
170,Hangers,convenience_store
171,Laundry baskets,convenience_store
172,Picture frames,convenience_store
173,Batteries for watches,convenience_store
174,Radios,convenience_store
175,Portable speakers,convenience_store
176,Chargers for handheld devices,convenience_store
177,Travel adapters,convenience_store
178,Postage stamps,convenience_store
179,Envelopes,convenience_store
180,Printer paper,convenience_store
181,Pens,convenience_store
182,Pencils,convenience_store
183,Highlighters,convenience_store
184,Glue sticks,convenience_store
185,Notepads,convenience_store
186,Pocket calculators,convenience_store
187,Scissors,convenience_store
188,File folders,convenience_store
189,Pencil sharpeners,convenience_store
190,Erasers,convenience_store
191,Scotch tape,convenience_store
192,USB flash drives,convenience_store
193,Mouse pads,convenience_store
194,External hard drives,convenience_store
195,Portable fans,convenience_store
196,Sunglasses,convenience_store
197,Travel-size pillows,convenience_store
198,Travel games,convenience_store
199,Disposable cameras,convenience_store
0,T-Shirt,clothing_store
1,Jeans,clothing_store
2,Dress,clothing_store
3,Blouse,clothing_store
4,Sweater,clothing_store
5,Jumpsuit,clothing_store
6,Skirt,clothing_store
7,Shorts,clothing_store
8,Jacket,clothing_store
9,Leggings,clothing_store
10,Hoodie,clothing_store
11,Coat,clothing_store
12,Cardigan,clothing_store
